Complete Gridded Primary and Secondary data  nx,ny = 50, x and min = 0.5, x and y size 1
2
Primary
Secondary
0.354108439	0.5132176
0.515873844	0.421603927
0.447158031	0.33243846
-0.022276395	0.227886705
-0.920818754	-0.292429824
-0.886056648	-0.568636236
-0.408935393	-0.795880017
-0.619788758	-0.508638306
-0.522878745	-0.408935393
-0.657577319	-0.397940009
-0.744727495	-0.37675071
-0.585026652	-0.37675071
-0.259637311	-0.522878745
-0.920818754	-0.602059991
-0.356547324	-0.494850022
-0.853871964	-0.244125144
-0.301029996	-0.214670165
-0.086186148	-0.193820026
-0.292429824	-0.161150909
-0.13667714	-0.187086643
-0.443697499	-0.337242168
-0.795880017	-0.37675071
-1	-0.327902142
-0.327902142	-0.30980392
-0.283996656	-0.22184875
-0.537602002	-0.180456064
-0.008773924	-0.026872146
0.330413773	0.158362492
0.117271296	0.267171728
0.294466226	0.346352974
0.621176282	0.45331834
0.51851394	0.434568904
0.247973266	0.342422681
-0.167491087	0.238046103
-0.886056648	0.100370545
-0.26760624	-0.187086643
-0.251811973	-0.214670165
-0.420216403	-0.161150909
0.06069784	-0.045757491
0.190331698	-0.026872146
-0.619788758	-0.060480747
-0.744727495	-0.113509275
-1.045757491	-0.180456064
-0.795880017	-0.327902142
-1.045757491	-0.173925197
-0.080921908	0.008600172
-0.251811973	0.23299611
-0.508638306	0.459392488
-0.022276395	0.544068044
0.033423755	0.618048097
0.667452953	0.45331834
0.214843848	0.365487985
0.522444234	0.276461804
-0.180456064	0.178976947
-0.769551079	-0.251811973
-1.22184875	-0.552841969
-0.920818754	-0.769551079
-0.795880017	-0.522878745
-0.259637311	-0.443697499
-0.251811973	-0.431798276
-0.080921908	-0.420216403
-0.455931956	-0.431798276
-0.494850022	-0.568636236
-0.958607315	-0.638272164
-0.318758763	-0.568636236
-0.795880017	-0.327902142
-0.721246399	-0.301029996
-0.638272164	-0.283996656
-0.769551079	-0.259637311
-0.677780705	-0.283996656
-1.045757491	-0.408935393
-0.853871964	-0.443697499
-0.721246399	-0.37675071
-0.346787486	-0.318758763
-0.055517328	-0.214670165
0.06069784	-0.113509275
-0.050609993	0.004321374
-0.060480747	0.155336037
0.28780173	0.250420002
0.396199347	0.318063335
0.672097858	0.399673721
0.625312451	0.390935107
0.267171728	0.309630167
0.049218023	0.217483944
-0.823908741	0.103803721
-0.619788758	-0.142667504
-0.657577319	-0.200659451
-0.638272164	-0.161150909
-0.113509275	-0.080921908
-0.075720714	-0.055517328
-0.638272164	-0.070581074
-0.958607315	-0.096910013
-0.823908741	-0.167491087
-1.522878745	-0.251811973
-1.397940009	-0.15490196
-0.769551079	0.06069784
-0.045757491	0.260071388
0.6599162	0.532754379
0.542825427	0.617000341
0.371067862	0.701567985
0.212187604	0.423245874
0.336459734	0.338456494
0.056904851	0.26245109
-0.251811973	0.176091259
-0.769551079	-0.180456064
-1.301029996	-0.431798276
-0.769551079	-0.537602002
-0.698970004	-0.468521083
-0.657577319	-0.443697499
-0.721246399	-0.468521083
-0.193820026	-0.455931956
-1.301029996	-0.508638306
-0.721246399	-0.638272164
-0.795880017	-0.657577319
-0.657577319	-0.602059991
-0.721246399	-0.387216143
-1.045757491	-0.356547324
-0.677780705	-0.346787486
-0.920818754	-0.327902142
-1.22184875	-0.346787486
-1	-0.468521083
-0.602059991	-0.468521083
-1.096910013	-0.30980392
-0.920818754	-0.236572006
-0.167491087	-0.148741651
-0.096910013	-0.040958608
-0.124938737	0.049218023
0.28780173	0.158362492
0.820201459	0.230448921
0.505149978	0.285557309
0.720159303	0.356025857
0.809559715	0.348304863
0.021189299	0.267171728
0.396199347	0.178976947
-0.958607315	0.08278537
-2	-0.148741651
-0.698970004	-0.207608311
-0.619788758	-0.180456064
-0.823908741	-0.096910013
-0.15490196	-0.060480747
-0.142667504	-0.045757491
-0.48148606	-0.055517328
-0.568636236	-0.107905397
-0.795880017	-0.187086643
-1.397940009	-0.13667714
-0.301029996	0.053078443
-0.055517328	0.230448921
0.152288344	0.484299839
0.668385917	0.567026366
0.451786436	0.651278014
0.127104798	0.487138375
0.853698212	0.416640507
0.604226053	0.356025857
-0.677780705	0.292256071
-0.657577319	-0.008773924
-0.337242168	-0.161150909
-0.568636236	-0.26760624
-0.657577319	-0.356547324
-0.638272164	-0.431798276
-0.431798276	-0.48148606
-0.853871964	-0.508638306
-0.920818754	-0.619788758
-1.698970004	-0.721246399
-0.721246399	-0.744727495
-0.958607315	-0.769551079
-1	-0.677780705
-0.823908741	-0.657577319
-1.045757491	-0.677780705
-0.920818754	-0.698970004
-1.22184875	-0.657577319
-1.096910013	-0.585026652
-1	-0.522878745
-1.522878745	-0.259637311
-1.045757491	-0.142667504
-0.494850022	-0.075720714
0.152288344	0.012837225
0.017033339	0.06069784
0.281033367	0.08278537
0.447158031	0.146128036
0.778874472	0.184691431
0.330413773	0.220108088
0.374748346	0.225309282
-0.327902142	0.170261715
-0.337242168	0.075546961
-0.886056648	-0.004364805
-0.48148606	-0.173925197
-0.721246399	-0.244125144
-0.677780705	-0.236572006
-0.37675071	-0.167491087
-0.148741651	-0.119186408
-0.602059991	-0.070581074
-0.37675071	-0.040958608
-0.397940009	-0.050609993
-0.657577319	-0.075720714
-1.15490196	-0.070581074
-0.259637311	0.06069784
-0.455931956	0.217483944
-0.180456064	0.451786436
0.033423755	0.525044807
0.225309282	0.615950052
