Clustered 140 primary and secondary data
5
Xlocation
Ylocation
Primary
Secondary
Declustering Weight
39.5	18.5	-1.22184875	-0.657577319	1.619
5.5	1.5	-1.22184875	-0.568636236	1.619
38.5	5.5	-1.096910013	-0.397940009	1.416
20.5	1.5	-1.045757491	-0.408935393	1.821
27.5	14.5	-1.045757491	-0.619788758	1.349
40.5	21.5	-1	-0.318758763	0.944
15.5	3.5	-1	-0.677780705	1.214
6.5	25.5	-0.958607315	-0.443697499	1.619
38.5	21.5	-0.958607315	-0.657577319	1.146
23.5	18.5	-0.795880017	-0.522878745	1.821
0.5	25.5	-0.795880017	-0.508638306	1.349
9.5	19.5	-0.769551079	-0.522878745	1.012
36.5	43.5	-0.744727495	0.204119983	0.944
21.5	5.5	-0.721246399	-0.229147988	1.416
13.5	3.5	-0.721246399	-0.744727495	1.146
40.5	7.5	-0.721246399	-0.124938737	1.012
31.5	17.5	-0.657577319	-0.356547324	1.619
46.5	40.5	-0.619788758	-0.236572006	1.821
10.5	7.5	-0.585026652	-0.26760624	1.281
28.5	11.5	-0.552841969	-0.207608311	1.551
8.5	7.5	-0.552841969	-0.013228266	1.281
47.5	0.5	-0.508638306	0.459392488	2.023
4.5	37.5	-0.494850022	-0.455931956	0.944
14.5	21.5	-0.48148606	-0.318758763	1.619
22.5	48.5	-0.468521083	-0.318758763	2.023
18.5	6.5	-0.468521083	-0.638272164	1.619
3.5	38.5	-0.468521083	-0.292429824	0.944
11.5	46.5	-0.397940009	-0.327902142	1.079
31.5	26.5	-0.346787486	-0.13076828	1.619
14.5	29.5	-0.337242168	0.401400541	1.025
14.5	43.5	-0.292429824	0.08278537	1.079
38.5	28.5	-0.244125144	0.744292983	1.083
45.5	14.5	-0.207608311	0.361727836	1.281
4.5	30.5	-0.187086643	0.025305865	1.416
6.5	41.5	-0.173925197	-0.366531544	1.821
7.5	12.5	-0.148741651	0.315970345	1.551
26.5	23.5	-0.102372909	0.146128036	1.281
8.5	45.5	-0.091514981	-0.096910013	1.821
14.5	46.5	-0.080921908	-0.142667504	1.079
13.5	24.5	-0.075720714	-0.22184875	1.012
26.5	1.5	-0.050609993	0.004321374	1.619
33.5	7.5	-0.036212173	-0.004364805	1.619
45.5	22.5	-0.031517051	0.11058971	1.416
48.5	25.5	-0.026872146	0.025305865	1.619
35.5	10.5	-0.017728767	-0.180456064	1.214
34.5	14.5	-0.004364805	-0.283996656	1.214
13.5	39.5	-0.004364805	0.184691431	1.821
7.5	18.5	0.004321374	-0.173925197	1.214
15.5	27.5	0.008600172	-0.180456064	1.146
3.5	33.5	0.041392685	0.037426498	1.146
11.5	15.5	0.045322979	-0.37675071	1.315
22.5	30.5	0.08278537	0.334453751	1.416
45.5	29.5	0.08278537	0.315970345	1.619
13.5	12.5	0.103803721	-0.214670165	1.517
22.5	11.5	0.127104798	0.33243846	1.821
17.5	34.5	0.133538908	0.411619706	1.619
39.5	43.5	0.136720567	0.161368002	1.146
3.5	23.5	0.139879086	-0.004364805	0.944
30.5	22.5	0.139879086	0.136720567	1.416
46.5	13.5	0.220108088	0.670245853	1.079
30.5	9.5	0.230448921	0.113943352	1.349
27.5	32.5	0.23299611	0.557507202	0.944
12.5	34.5	0.250420002	0.795880017	1.497
25.5	4.5	0.257678575	0.136720567	1.416
27.5	34.5	0.260071388	0.674861141	1.146
45.5	6.5	0.276461804	0.276461804	2.023
3.5	47.5	0.292256071	0.540329475	2.023
33.5	31.5	0.29666519	0.695481676	0.571
41.5	26.5	0.328379603	0.255272505	1.281
19.5	20.5	0.336459734	0.149219113	1.416
0.5	41.5	0.367355921	0.29666519	1.619
5.5	22.5	0.369215857	0.096910013	0.944
43.5	10.5	0.392696953	0.255272505	0.877
41.5	45.5	0.439332694	0.423245874	1.619
28.5	42.5	0.440909082	0.88422877	0.573
21.5	34.5	0.45331834	0.563481085	1.416
16.5	13.5	0.475671188	0.437750563	0.87
23.5	24.5	0.482873584	0.220108088	1.079
2.5	1.5	0.522444234	0.276461804	1.619
47.5	44.5	0.525044807	0.46834733	1.821
39.5	38.5	0.545307116	-0.060480747	0.958
46.5	34.5	0.580924976	0.64738297	2.023
35.5	45.5	0.662757832	0.672097858	0.787
25.5	25.5	0.689308859	0.322219295	1.281
28.5	44.5	0.703291378	0.71432976	0.587
19.5	42.5	0.711807229	0.340444115	2.023
38.5	36.5	0.725094521	0.517195898	0.347
2.5	9.5	0.796574333	1.230959556	0.292
32.5	36.5	0.80685803	0.389166084	0.348
0.5	8.5	0.812244697	1.174641193	0.328
31.5	45.5	0.876794976	1.009025742	0.306
9.5	29.5	0.904715545	0.716837723	0.445
39.5	31.5	0.921166051	0.904174368	0.341
17.5	15.5	0.958085849	0.521138084	0.445
2.5	14.5	1.011570444	0.753583059	0.429
30.5	41.5	1.235275877	1.004321374	0.36
35.5	32.5	1.273232834	1.031812271	0.261
37.5	36.5	0.561101384	0.586587305	0.311
38.5	35.5	0.555094449	0.698100546	0.324
